,City of London,Barking & Dagenham,Barnet,Bexley,Brent,Bromley,Camden,Croydon,Ealing,Enfield,Greenwich,Hackney,Hammersmith & Fulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,Kensington & Chelsea,Kingston upon Thames,Lambeth,Lewisham,Merton,Newham,Redbridge,Richmond upon Thames,Southwark,Sutton,Tower Hamlets,Waltham Forest,Wandsworth,Westminster,,Inner London,Outer London,,NORTH EAST,NORTH WEST,YORKS & THE HUMBER,EAST MIDLANDS,WEST MIDLANDS,EAST OF ENGLAND,LONDON,SOUTH EAST,SOUTH WEST,,England
,E09000001,E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E09000033,,E13000001,E13000002,,E12000001,E12000002,E12000003,E12000004,E12000005,E12000006,E12000007,E12000008,E12000009,,E92000001
Jan-95,"91,449","50,460","93,285","64,958","71,307","81,671","120,933","69,158","79,886","72,515","62,300","61,297","124,903","76,288","84,770","68,000","73,835","72,232","92,516","182,695","80,876","67,771","60,491","82,071","53,539","72,190","109,326","67,885","71,537","59,865","61,319","88,559","133,025",,"78,252","72,959",,"42,076","43,958","44,803","45,545","48,528","56,702","74,436","64,019","54,705",,"53,203"
Feb-95,"82,203","51,086","93,190","64,788","72,022","81,658","119,509","68,951","80,897","73,155","60,993","63,187","122,088","78,901","83,396","69,394","75,031","71,052","94,342","182,345","81,230","65,382","60,869","79,983","53,154","72,142","111,103","64,799","70,893","62,319","60,252","88,641","131,468",,"75,886","72,938",,"42,572","43,925","44,529","46,052","49,341","56,594","72,778","63,715","54,356",,"53,096"
Mar-95,"79,121","51,269","92,248","64,367","72,016","81,449","120,282","68,712","81,380","72,190","61,378","63,593","120,636","78,522","83,416","69,368","74,189","72,098","93,466","182,879","81,111","66,337","60,288","80,662","53,458","72,501","107,325","65,763","70,307","63,939","60,871","87,125","132,260",,"76,592","72,715",,"42,370","44,435","45,200","45,384","49,442","56,171","73,897","64,114","53,583",,"53,201"
Apr-95,"77,101","53,134","90,763","64,278","72,966","81,124","120,098","68,610","82,189","71,443","61,928","65,140","121,425","79,546","83,568","69,444","73,911","71,890","93,344","184,177","81,673","66,389","59,471","79,991","54,480","72,229","106,875","63,074","69,412","66,233","60,971","87,026","133,370",,"76,852","72,592",,"42,096","44,268","45,614","46,124","49,456","56,568","74,455","64,623","54,786",,"53,591"
May-95,"84,409","53,042","90,258","63,997","73,704","81,543","119,929","68,845","82,077","70,631","63,513","66,194","124,434","79,374","83,854","68,535","73,117","72,877","94,346","191,474","82,124","69,035","58,551","80,874","55,804","72,367","107,708","64,420","69,759","66,433","61,494","86,518","133,911",,"79,129","72,753",,"43,266","44,224","44,831","45,878","50,370","56,480","75,432","64,530","54,699",,"53,678"
Jun-95,"94,901","53,700","90,107","64,252","74,310","82,383","121,887","69,053","81,631","71,348","64,752","66,921","126,175","79,956","84,173","68,465","74,005","72,331","97,429","197,266","82,206","68,881","58,041","80,705","56,068","72,279","112,865","64,156","70,125","66,232","61,548","88,114","134,562",,"79,969","73,189",,"42,315","44,113","45,393","45,680","50,100","56,289","75,606","65,511","54,420",,"53,735"
Jul-95,"110,128","52,113","91,441","63,723","74,127","82,899","124,028","69,142","82,352","71,838","65,486","68,391","124,382","80,746","84,227","68,681","74,671","73,718","98,976","197,963","82,526","69,609","58,126","81,056","55,458","72,881","114,657","67,025","70,790","64,692","61,934","89,831","133,450",,"80,550","73,666",,"43,288","44,110","45,535","46,038","49,860","57,242","75,984","65,225","54,266",,"53,901"
Aug-95,"112,329","52,232","92,361","64,433","73,547","82,054","125,530","68,993","82,707","72,238","65,076","68,097","123,625","81,218","84,431","69,023","74,968","74,480","98,951","198,037","83,343","68,840","58,151","80,781","54,709","73,275","112,320","65,526","69,958","63,472","61,916","90,561","136,582",,"80,598","73,691",,"41,899","44,194","45,111","45,923","49,598","56,732","75,529","64,852","54,366",,"53,600"
Sep-95,"104,473","51,472","93,273","64,510","73,790","81,440","120,597","69,394","82,011","71,725","63,997","68,753","123,094","82,143","83,607","68,108","73,844","74,427","99,583","197,048","85,111","70,156","58,743","80,825","54,586","73,204","110,425","63,467","69,937","62,178","61,548","91,374","135,993",,"80,403","73,454",,"41,851","44,088","44,838","45,772","49,320","56,259","74,941","64,352","54,244",,"53,309"
Oct-95,"108,038","51,514","92,567","64,530","73,264","81,862","117,458","68,935","80,523","72,349","63,405","67,620","123,443","81,791","82,493","67,426","72,993","73,643","97,580","200,006","85,727","69,616","58,073","79,569","54,790","72,917","108,407","60,886","69,964","62,066","60,573","90,246","134,513",,"79,682","72,972",,"41,688","43,110","44,310","45,155","49,598","55,240","74,302","64,126","54,265",,"52,845"
Nov-95,"117,636","50,849","90,883","63,846","72,782","82,558","115,419","68,880","79,272","71,988","63,744","67,238","121,930","81,130","82,246","66,182","71,760","73,047","95,030","199,675","84,557","68,054","58,075","79,913","54,324","72,394","109,130","61,725","70,608","62,414","61,543","89,476","131,741",,"78,965","72,623",,"41,728","43,335","44,166","44,967","48,500","55,878","74,118","64,416","53,799",,"52,788"
Dec-95,"127,232","50,945","91,134","63,817","72,524","82,966","118,739","68,407","79,700","72,391","64,105","65,865","122,723","81,327","82,054","66,747","72,746","73,499","91,095","200,722","83,584","67,199","57,700","79,581","54,521","72,587","108,567","62,394","70,205","63,986","61,390","88,478","133,394",,"79,065","72,691",,"42,303","43,374","44,458","45,649","49,030","55,524","75,178","64,261","53,081",,"52,922"
Jan-96,"108,999","50,828","91,111","63,996","72,806","82,210","119,560","68,006","80,214","71,544","62,417","66,327","126,914","81,677","83,216","67,347","72,869","73,377","89,406","198,312","82,561","68,780","57,838","81,277","54,376","72,861","111,174","65,753","70,031","67,552","62,060","89,092","133,843",,"79,906","72,792",,"40,790","42,599","43,461","44,619","47,952","55,033","75,342","64,057","53,373",,"52,333"
Feb-96,"93,357","51,441","92,430","64,504","73,084","81,419","123,371","68,032","80,836","71,070","61,714","66,988","129,463","83,073","83,765","68,749","74,778","73,082","89,930","195,950","84,365","72,306","58,274","80,460","55,117","73,535","112,961","67,876","69,291","71,070","61,589","89,095","136,229",,"81,215","73,125",,"40,722","43,081","43,815","44,506","48,646","55,316","76,087","63,770","53,255",,"52,536"
Mar-96,"93,707","51,907","91,410","64,788","72,780","81,633","124,723","68,270","81,011","71,544","62,475","67,707","134,457","82,828","84,305","68,852","74,650","71,603","90,158","197,477","84,656","71,762","58,483","80,063","55,012","73,850","114,700","68,867","69,732","69,638","61,695","90,461","132,810",,"81,539","73,221",,"41,753","43,163","43,881","45,190","48,811","55,063","75,691","63,809","53,608",,"52,683"
Apr-96,"120,543","51,724","92,394","65,286","72,370","81,481","129,159","68,898","81,041","72,517","64,645","67,062","131,884","83,631","84,109","68,377","75,171","71,630","94,201","201,218","86,285","71,664","59,520","82,034","54,701","74,676","114,881","69,598","69,485","66,727","61,467","90,408","134,668",,"82,105","73,653",,"41,588","43,390","44,539","45,704","48,753","55,822","76,767","64,985","54,762",,"53,331"
May-96,"112,050","51,736","91,059","65,081","72,995","82,372","135,336","68,832","81,821","73,630","66,462","66,986","130,970","84,139","84,738","68,156","74,454","72,829","97,260","202,341","85,939","71,386","60,173","83,678","54,651","74,311","117,000","68,910","70,838","65,602","61,075","91,533","133,051",,"82,457","74,044",,"42,987","43,924","44,948","45,728","50,098","56,140","77,215","65,344","54,871",,"53,822"
Jun-96,"114,226","50,761","91,978","65,120","73,498","82,946","143,862","69,052","82,562","74,158","66,510","69,124","128,464","84,690","85,387","68,488","74,621","74,539","99,610","199,343","87,987","73,469","60,284","84,551","54,390","74,998","117,604","70,413","71,884","67,437","61,425","92,090","138,852",,"83,723","74,639",,"42,848","43,872","45,127","46,149","49,846","56,601","78,139","65,927","55,076",,"54,093"
Jul-96,"97,547","50,621","92,444","65,151","75,551","84,089","147,974","69,400","84,005","74,456","65,526","70,785","131,196","84,659","86,061","69,236","75,309","75,037","100,538","207,443","87,525","73,809","60,187","82,609","54,977","75,514","119,030","70,235","72,810","69,424","62,047","93,215","139,436",,"84,789","75,126",,"42,800","44,307","45,650","46,577","50,430","57,073","78,799","67,001","55,958",,"54,704"
Aug-96,"114,179","51,105","95,516","65,960","76,914","84,400","142,462","70,480","84,824","75,286","65,993","71,789","133,758","84,154","85,977","69,854","76,170","73,861","100,572","209,218","88,158","72,820","59,695","82,862","55,884","77,111","117,525","70,408","72,524","69,860","62,662","95,216","144,182",,"85,391","75,750",,"43,374","44,595","45,531","47,067","51,189","57,951","79,058","67,333","56,224",,"55,107"
Sep-96,"108,138","51,893","97,490","66,501","78,667","84,676","136,552","70,697","85,674","75,749","66,181","71,817","133,458","83,730","87,203","70,792","76,586","74,747","99,715","220,388","88,162","72,935","60,733","84,808","57,312","77,310","118,813","70,906","72,293","72,296","62,669","94,932","142,223",,"85,652","76,430",,"43,082","44,639","45,131","46,938","50,847","57,609","79,752","67,196","56,444",,"55,026"
Oct-96,"98,934","52,533","97,844","66,659","77,991","85,513","133,850","71,406","85,595","75,934","67,116","71,158","133,292","85,169","87,899","71,004","77,180","73,999","100,372","217,286","89,015","72,307","60,855","87,510","57,467","76,939","120,264","70,748","72,617","73,388","62,781","94,305","144,137",,"85,519","76,850",,"42,537","44,473","44,874","46,520","50,979","57,669","79,504","67,133","56,786",,"54,931"
Nov-96,"99,707","52,216","97,155","66,354","77,914","85,781","134,128","71,398","86,230","75,977","66,593","71,090","133,748","87,006","88,481","70,651","78,116","75,191","100,404","223,197","89,552","73,356","61,187","89,154","57,501","76,479","121,754","73,856","73,947","74,419","62,948","92,964","143,427",,"86,085","77,152",,"42,799","44,455","45,639","47,287","51,598","58,421","80,224","67,967","57,182",,"55,497"
Dec-96,"106,427","53,854","97,174","66,486","78,262","86,049","134,749","72,097","86,863","76,879","66,609","70,138","136,940","89,258","89,980","70,670","79,138","76,746","102,669","213,709","90,009","74,737","61,411","88,983","57,576","76,719","121,989","73,838","74,371","73,725","63,711","93,930","147,407",,"86,732","77,663",,"42,636","44,641","45,251","47,642","51,418","58,964","81,417","68,772","56,951",,"55,755"
Jan-97,"116,343","54,459","98,559","67,351","79,664","86,846","135,956","72,165","88,092","77,693","68,147","69,886","138,214","90,471","90,164","71,622","80,554","78,300","106,085","225,231","91,652","78,248","61,488","89,455","58,374","78,163","122,725","73,822","75,080","74,439","64,070","95,748","150,842",,"88,470","78,582",,"42,353","44,095","44,984","46,775","51,120","59,081","83,066","69,008","57,751",,"55,789"
Feb-97,"111,142","55,451","100,076","67,981","81,213","88,201","141,531","72,207","89,942","78,081","67,836","70,506","137,049","90,606","91,897","73,211","81,021","77,535","108,100","230,873","92,613","79,064","62,432","90,557","58,608","79,164","124,771","71,982","74,760","80,441","64,743","98,999","153,231",,"90,179","79,406",,"42,574","44,691","44,759","47,346","51,443","59,684","83,579","69,675","57,921",,"56,199"
Mar-97,"107,488","55,005","101,130","67,824","82,322","89,765","143,444","72,230","91,027","78,402","69,326","72,210","136,633","91,016","92,394","73,757","81,683","77,908","111,170","237,079","93,820","79,199","63,214","91,744","58,996","79,278","127,130","73,292","76,247","82,804","65,097","101,248","158,273",,"91,811","80,174",,"42,735","45,054","45,315","47,721","52,104","59,869","84,576","70,721","58,623",,"56,784"
Apr-97,"108,480","55,280","101,201","68,471","82,771","90,000","143,592","73,528","91,991","79,604","69,274","76,011","139,932","90,862","94,334","74,405","81,308","81,008","112,635","238,468","94,919","77,778","63,627","93,017","59,362","79,359","128,897","75,551","76,417","87,751","65,569","103,283","161,637",,"93,279","80,945",,"43,976","44,946","46,306","48,694","52,548","60,358","86,088","71,955","59,538",,"57,577"
